ExifTool Version Number,File Name,Directory,File Size,File Modification Date/Time,File Access Date/Time,File Inode Change Date/Time,File Permissions,File Type,File Type Extension,MIME Type,JFIF Version,Exif Byte Order,Image Description,Camera Model Name,Orientation,X Resolution,Y Resolution,Resolution Unit,Software,Modify Date,Y Cb Cr Positioning,Exposure Time,F Number,Exposure Program,ISO,Exif Version,Date/Time Original,Create Date,Components Configuration,Compressed Bits Per Pixel,Shutter Speed Value,Aperture Value,Exposure Compensation,Max Aperture Value,Subject Distance,Metering Mode,Light Source,Flash,Focal Length,Warning,Make,Speed X,Speed Y,Speed Z,Pitch,Yaw,Roll,Camera Pitch,Camera Yaw,Camera Roll,Flashpix Version,Color Space,Exif Image Width,Exif Image Height,Interoperability Index,Interoperability Version,Exposure Index,File Source,Scene Type,Custom Rendered,Exposure Mode,White Balance,Digital Zoom Ratio,Focal Length In 35mm Format,Scene Capture Type,Gain Control,Contrast,Saturation,Sharpness,Subject Distance Range,Serial Number,GPS Version ID,GPS Latitude Ref,GPS Longitude Ref,GPS Altitude Ref,XP Comment,XP Keywords,Compression,Thumbnail Offset,Thumbnail Length,About,Format,Absolute Altitude,Relative Altitude,Gimbal Roll Degree,Gimbal Yaw Degree,Gimbal Pitch Degree,Flight Roll Degree,Flight Yaw Degree,Flight Pitch Degree,Cam Reverse,Gimbal Reverse,Self Data,Calibrated Focal Length,Calibrated Optical Center X,Calibrated Optical Center Y,Rtk Flag,Version,Has Settings,Has Crop,Already Applied,Image Width,Image Height,Encoding Process,Bits Per Sample,Color Components,Y Cb Cr Sub Sampling,Aperture,Image Size,Megapixels,Scale Factor To 35 mm Equivalent,Shutter Speed,Thumbnail Image,GPS Altitude,GPS Latitude,GPS Longitude,Circle Of Confusion,Field Of View,GPS Position,Hyperfocal Distance,Light Value,unix_Modify Date,unix_Date/Time Original,FloatGPSLatitude,FloatGPSLongitude,Speed,isSpeedWithinLimits,isMegaPixelGreaterThan12,isAltitudeWithinLimits,Angle,isWhiteBalanceAuto,QC Status,MPF Version,Number Of Images,MP Image Flags,MP Image Format,MP Image Type,MP Image Length,MP Image Start,Dependent Image 1 Entry Number,Dependent Image 2 Entry Number,Image UID List,Total Frames,Preview Image
12.65,DJI_0011.JPG,Images/101,7.8 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:48+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0011.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:54,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:54,2022:09:26 12:58:54,"-, Cr, Cb, Y",3.566626388,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-0.60,-0.10,+0.00,-16.20,-172.80,+1.00,-90.00,-168.90,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11481,DJI Meta Data,image/jpg,+75.73,+50.20,+0.00,-168.90,-90.00,+1.00,-172.80,-16.20,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11481 bytes, use -b option to extract)",75.7 m Above Sea Level,"21 deg 20' 53.58"" N","72 deg 1' 20.34"" E",0.011 mm,73.7 deg,"21 deg 20' 53.58"" N, 72 deg 1' 20.34"" E",2.51 m,13.9,1664177334.0,1664177334.0,21.348216666666666,72.02231666666667,0.3511884584284246,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),247057,7539061,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 247057 bytes, use -b option to extract)"
12.65,DJI_0020.JPG,Images/101,7.4 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0020.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:59:03,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:59:02,2022:09:26 12:59:02,"-, Cr, Cb, Y",3.393288628,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-7.60,-0.70,+0.00,-16.40,-173.70,+4.30,-90.00,-172.50,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11483,DJI Meta Data,image/jpg,+75.93,+50.40,+0.00,-172.50,-90.00,+4.30,-173.70,-16.40,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11483 bytes, use -b option to extract)",75.9 m Above Sea Level,"21 deg 20' 51.96"" N","72 deg 1' 20.14"" E",0.011 mm,73.7 deg,"21 deg 20' 51.96"" N, 72 deg 1' 20.14"" E",2.51 m,13.9,1664177343.0,1664177342.0,21.347766666666665,72.0222611111111,4.406434688800762,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),271067,7174126,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 271067 bytes, use -b option to extract)"
12.65,DJI_0016.JPG,Images/101,7.6 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:48+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0016.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:59,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:58,2022:09:26 12:58:58,"-, Cr, Cb, Y",3.459518883,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-7.80,-0.90,+0.10,-13.30,-173.50,+1.40,-90.00,-172.90,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11389,DJI Meta Data,image/jpg,+75.73,+50.20,+0.00,-172.90,-90.00,+1.40,-173.50,-13.30,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11389 bytes, use -b option to extract)",75.7 m Above Sea Level,"21 deg 20' 52.96"" N","72 deg 1' 20.26"" E",0.011 mm,73.7 deg,"21 deg 20' 52.96"" N, 72 deg 1' 20.26"" E",2.51 m,13.9,1664177339.0,1664177338.0,21.348044444444444,72.02229444444444,4.533578424747203,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),274120,7313470,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 274120 bytes, use -b option to extract)"
12.65,DJI_0012.JPG,Images/101,7.8 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0012.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:55,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:54,2022:09:26 12:58:54,"-, Cr, Cb, Y",3.56030773,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-0.60,-0.10,+0.00,-16.20,-172.80,+1.00,-90.00,-172.50,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11449,DJI Meta Data,image/jpg,+75.73,+50.20,+0.00,-172.50,-90.00,+1.00,-172.80,-16.20,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11449 bytes, use -b option to extract)",75.7 m Above Sea Level,"21 deg 20' 53.58"" N","72 deg 1' 20.34"" E",0.011 mm,73.7 deg,"21 deg 20' 53.58"" N, 72 deg 1' 20.34"" E",2.51 m,13.9,1664177335.0,1664177334.0,21.348216666666666,72.02231666666667,0.3511884584284246,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),245048,7525726,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 245048 bytes, use -b option to extract)"
12.65,DJI_0013.JPG,Images/101,7.7 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0013.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:56,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:55,2022:09:26 12:58:55,"-, Cr, Cb, Y",3.550248605,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-2.80,-0.30,+0.10,-20.60,-173.20,+0.60,-90.00,-173.10,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11368,DJI Meta Data,image/jpg,+75.73,+50.20,+0.00,-173.10,-90.00,+0.60,-173.20,-20.60,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11368 bytes, use -b option to extract)",75.7 m Above Sea Level,"21 deg 20' 53.52"" N","72 deg 1' 20.33"" E",0.011 mm,73.7 deg,"21 deg 20' 53.52"" N, 72 deg 1' 20.33"" E",2.51 m,13.9,1664177336.0,1664177335.0,21.3482,72.02231388888889,1.6268579122549904,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),245327,7504467,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 245327 bytes, use -b option to extract)"
12.65,DJI_0004.JPG,Images/101,7.7 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0004.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:44,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:44,2022:09:26 12:57:44,"-, Cr, Cb, Y",3.54467424,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-2.00,-0.10,+0.00,-21.00,-173.60,+1.60,-90.00,-173.00,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,10285,DJI Meta Data,image/jpg,+75.63,+50.10,+0.00,-173.00,-90.00,+1.60,-173.60,-21.00,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 10285 bytes, use -b option to extract)",75.6 m Above Sea Level,"21 deg 20' 53.55"" N","72 deg 1' 20.33"" E",0.011 mm,73.7 deg,"21 deg 20' 53.55"" N, 72 deg 1' 20.33"" E",2.51 m,13.9,1664177264.0,1664177264.0,21.348208333333332,72.02231388888889,1.1561430130683084,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),249061,7491648,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 249061 bytes, use -b option to extract)"
12.65,DJI_0009.JPG,Images/101,7.4 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0009.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:51,Centered,1/2500,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:51,2022:09:26 12:57:51,"-, Cr, Cb, Y",3.371425301,1/2499,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-7.80,-0.90,+0.10,-19.40,-173.60,+2.20,-90.00,-172.80,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11345,DJI Meta Data,image/jpg,+76.03,+50.50,+0.00,-172.80,-90.00,+2.20,-173.60,-19.40,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2500,"(Binary data 11345 bytes, use -b option to extract)",76 m Above Sea Level,"21 deg 20' 52.15"" N","72 deg 1' 20.16"" E",0.011 mm,73.7 deg,"21 deg 20' 52.15"" N, 72 deg 1' 20.16"" E",2.51 m,14.3,1664177271.0,1664177271.0,21.347819444444443,72.02226666666667,4.533578424747203,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),267031,7127958,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 267031 bytes, use -b option to extract)"
12.65,DJI_0014.JPG,Images/101,7.7 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0014.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:58:57,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:58:56,2022:09:26 12:58:56,"-, Cr, Cb, Y",3.534235605,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-5.00,-0.50,+0.00,-24.00,-173.40,+1.10,-90.00,-172.90,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11344,DJI Meta Data,image/jpg,+75.93,+50.40,+0.00,-172.90,-90.00,+1.10,-173.40,-24.00,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11344 bytes, use -b option to extract)",75.9 m Above Sea Level,"21 deg 20' 53.40"" N","72 deg 1' 20.31"" E",0.011 mm,73.7 deg,"21 deg 20' 53.40"" N, 72 deg 1' 20.31"" E",2.51 m,13.9,1664177337.0,1664177336.0,21.348166666666664,72.02230833333333,2.9011491975882016,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),243986,7470730,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 243986 bytes, use -b option to extract)"
12.65,DJI_0005.JPG,Images/101,7.7 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0005.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:45,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:45,2022:09:26 12:57:45,"-, Cr, Cb, Y",3.528609943,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-4.20,-0.40,+0.00,-23.60,-173.50,+1.70,-90.00,-172.80,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11532,DJI Meta Data,image/jpg,+75.73,+50.20,+0.00,-172.80,-90.00,+1.70,-173.50,-23.60,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11532 bytes, use -b option to extract)",75.7 m Above Sea Level,"21 deg 20' 53.45"" N","72 deg 1' 20.32"" E",0.011 mm,73.7 deg,"21 deg 20' 53.45"" N, 72 deg 1' 20.32"" E",2.51 m,13.9,1664177265.0,1664177265.0,21.348180555555555,72.02231111111111,2.4358434541926814,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),248928,7459074,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 248928 bytes, use -b option to extract)"
12.65,DJI_0001.JPG,Images/101,7.5 MB,2023:10:05 14:04:35+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:35+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0001.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:42,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:41,2022:09:26 12:57:41,"-, Cr, Cb, Y",3.42607127,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,+0.00,+0.00,+0.00,-5.40,-176.90,+1.80,-90.00,-177.40,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,10364,DJI Meta Data,image/jpg,+75.63,+50.10,+0.00,-177.40,-90.00,+1.80,-176.90,-5.40,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 10364 bytes, use -b option to extract)",75.6 m Above Sea Level,"21 deg 20' 53.58"" N","72 deg 1' 20.33"" E",0.011 mm,73.7 deg,"21 deg 20' 53.58"" N, 72 deg 1' 20.33"" E",2.51 m,13.9,1664177262.0,1664177261.0,21.348216666666666,72.02231388888889,0.0,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),243212,7242026,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 243212 bytes, use -b option to extract)"
12.65,DJI_0019.JPG,Images/101,7.4 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:49+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0019.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:59:02,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:59:01,2022:09:26 12:59:01,"-, Cr, Cb, Y",3.39372371,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-7.20,-0.70,-0.20,-14.40,-173.40,+2.00,-90.00,-172.90,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,11403,DJI Meta Data,image/jpg,+75.63,+50.10,+0.00,-172.90,-90.00,+2.00,-173.40,-14.40,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 11403 bytes, use -b option to extract)",75.6 m Above Sea Level,"21 deg 20' 52.19"" N","72 deg 1' 20.16"" E",0.011 mm,73.7 deg,"21 deg 20' 52.19"" N, 72 deg 1' 20.16"" E",2.51 m,13.9,1664177342.0,1664177341.0,21.347830555555554,72.02226666666667,4.178117598472626,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),271152,7174962,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 271152 bytes, use -b option to extract)"
12.65,DJI_0003.JPG,Images/102,7.8 MB,2023:10:05 14:04:36+05:30,2023:10:05 14:04:50+05:30,2023:10:05 14:04:36+05:30,-rw-r--r--,JPEG,jpg,image/jpeg,,"Little-endian (Intel, II)",DCIM\100MEDIA\DJI_0003.JPG,FC6310,Horizontal (normal),72,72,inches,v01.07.1641,2022:09:26 12:57:43,Centered,1/2000,2.8,Aperture-priority AE,100,0230,2022:09:26 12:57:43,2022:09:26 12:57:43,"-, Cr, Cb, Y",3.559103181,1/1999,2.8,0,2.8,0 m,Center-weighted average,Daylight,No flash function,8.8 mm (35 mm equivalent: 24.0 mm),[minor] Possibly incorrect maker notes offsets (fix by 1783?),DJI,-2.00,-0.10,+0.00,-21.00,-173.60,+1.60,-90.00,-173.50,+0.00,0010,sRGB,5472,3078,R98 - DCF basic file (sRGB),0100,undef,Digital Camera,Directly photographed,Normal,Auto,Auto,undef,24 mm,Standard,None,Normal,Normal,Normal,Unknown,86d69a63e0e39f045606c2f73b0c89e6,2.3.0.0,North,East,Above Sea Level,"Type=N, Mode=A, DE=None",v01.07.1641;1.2.0;v1.0.0,JPEG (old-style),10240,10294,DJI Meta Data,image/jpg,+75.63,+50.10,+0.00,-173.50,-90.00,+1.60,-173.60,-21.00,0,0,Undefined,3666.666504,2736.000000,1539.000000,0,7.0,False,False,False,5472,3078,"Baseline DCT, Huffman coding",8,3,YCbCr4:2:2 (2 1),2.8,5472x3078,16.8,2.7,1/2000,"(Binary data 10294 bytes, use -b option to extract)",75.6 m Above Sea Level,"21 deg 20' 53.55"" N","72 deg 1' 20.33"" E",0.011 mm,73.7 deg,"21 deg 20' 53.55"" N, 72 deg 1' 20.33"" E",2.51 m,13.9,1664177263.0,1664177263.0,21.348208333333332,72.02231388888889,1.1561430130683084,True,True,True,True,True,Passed,0010,2,Dependent child image,JPEG,Large Thumbnail (VGA equivalent),249734,7522035,0,0,"(Binary data 66 bytes, use -b option to extract)",1,"(Binary data 249734 bytes, use -b option to extract)"
